record_id,tsv_index,shuffled_rank,question,msc_code,domain,raw_response,model,latency_sec,timestamp
1977,1977,783,What is the difference between the highest and lowest F1 scores for Enhancer?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.186515167,2025-11-19T11:22:46.396679+00:00
4208,4208,786,Calculate the average score for the Hopper task across all methods that have values.,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.091978792,2025-11-19T11:22:46.588732+00:00
280,280,787,Which model has more total steps?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.164957375,2025-11-19T11:22:47.877619+00:00
5995,5995,785,What is the total number of classes across all datasets that specify a class count?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.391818625,2025-11-19T11:22:48.833510+00:00
2311,2311,790,Which dataset has the smallest standard deviation for T=2 and τ=0.25?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.576800958,2025-11-19T11:22:49.165638+00:00
6576,6576,789,How many cells contain an expression with both i and j terms?,5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,3.09638025,2025-11-19T11:22:49.493761+00:00
7385,7385,791,Which scene construction involves an animal?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,2.355632709,2025-11-19T11:22:50.233392+00:00
4729,4729,792,What is the difference between the MAE values for NMSS and CCF?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.960945,2025-11-19T11:22:51.794620+00:00
1154,1154,788,Which model has the highest Feasibility score?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,6.371443667,2025-11-19T11:22:51.841964+00:00
3658,3658,784,What is the sum of all Novelty Weights?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,9.51370425,2025-11-19T11:22:52.328948+00:00
4245,4245,793,Which model in Experiment ID: GE-I-15 has the lowest RMSE?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.3466065,2025-11-19T11:22:52.512417+00:00
305,305,794,What is the sum of % DPPC for ε 25 values of 0 and 1.95?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,4.209358417,2025-11-19T11:22:53.703285+00:00
4264,4264,797,What is the ratio of the proportion of Myeloid dendritic cells to CD8 T cells?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,2.498770917,2025-11-19T11:22:54.340853+00:00
2884,2884,796,Subtract the proportion of NK cells from the proportion of Myeloid dendritic cells.,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,2.958632167,2025-11-19T11:22:54.753402+00:00
1208,1208,795,"If the cost is directly proportional to the fuel consumption, which method is more cost-effective?",97,Mathematics education,"MSC code: 97
Domain: Mathematics education",gpt-5-mini,5.697304125,2025-11-19T11:22:55.930827+00:00
1262,1262,799,Which combination of data types has the highest accuracy percentage?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.58903225,2025-11-19T11:22:56.101543+00:00
1807,1807,800,"In the HighD scenario, which setup has the highest Decision Alignment percentage?",98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,2.935103125,2025-11-19T11:22:56.638508+00:00
2228,2228,802,What is the difference between the highest and lowest mAP values?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.481080125,2025-11-19T11:22:58.234589+00:00
6393,6393,798,What is the difference between the largest and smallest values of coefficient a?,12,Field theory and polynomials,"MSC code: 12
Domain: Field theory and polynomials",gpt-5-mini,7.01766475,2025-11-19T11:22:59.346788+00:00
1419,1419,801,"If α$_{z}$ is 0.3, what is the range for the Rotation Center (o$_{z}$)?",51,Geometry,"MSC code: 51
Domain: Geometry",gpt-5-mini,5.532440208,2025-11-19T11:22:59.873445+00:00
322,322,804,What is the total size of all models with a Pass@1 serial score above 70?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.232657083,2025-11-19T11:23:00.334367+00:00
850,850,803,"How many datasets have all four features: 'Objects', 'Parts', 'Seg. Masks', and 'Multi-Image'?",5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,4.597992166,2025-11-19T11:23:00.528965+00:00
6416,6416,806,Which solute has the highest US value?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,3.868102459,2025-11-19T11:23:02.102823+00:00
1894,1894,810,What is the average PESQ score across all models?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.478112292,2025-11-19T11:23:04.007248+00:00
1297,1297,809,Calculate the average N$_2$ uptake (mol/kg) across all methods that provide a value.,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.522645167,2025-11-19T11:23:04.857189+00:00
1758,1758,807,What is the total number of samples per prompt across all islands for FunSearch?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.636560041,2025-11-19T11:23:05.983520+00:00
7685,7685,811,What is the average of SSD's test^1_B scores across all metrics?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.398184875,2025-11-19T11:23:06.501128+00:00
3985,3985,812,What is the mIoU [%] difference between ContMAV (with feat loss) and Con2MAV (ours) for K% = 5?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.146900875,2025-11-19T11:23:08.154236+00:00
3838,3838,805,What is the percentage increase from One-stage to POS for the 4/4 column?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,12.83162763,2025-11-19T11:23:09.470308+00:00
3012,3012,808,What is the average of the numerical results for free-surface velocity and thickness?,76,Fluid mechanics,"MSC code: 76
Domain: Fluid mechanics",gpt-5-mini,10.08567621,2025-11-19T11:23:09.959262+00:00
3240,3240,815,Which genre is correctly predicted by both CDRIB and DisCo for the Target Domain in the third column?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.5460795,2025-11-19T11:23:10.047366+00:00
5494,5494,814,Which technique has the highest upper limit for viscosity measurement?,76,Fluid mechanics,"MSC code: 76
Domain: Fluid mechanics",gpt-5-mini,4.612052834,2025-11-19T11:23:10.595895+00:00
2386,2386,813,Which model has the lowest Incomp score?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,7.536811167,2025-11-19T11:23:12.394138+00:00
6629,6629,816,Which model has a lower proposed Average hazard (Low)?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.530457291,2025-11-19T11:23:12.685121+00:00
545,545,819,Which combination has the lowest recall value?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.901364,2025-11-19T11:23:12.948868+00:00
6661,6661,817,How many more epochs did the best performing SSD model take compared to YOLOv3?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.688127417,2025-11-19T11:23:13.158612+00:00
6667,6667,818,"If you multiply the Latent Size De of MOVi-C by its Number of Layers Nτ, what percentage is this of the Hidden Size of FFN for MOVi-E?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.2482145,2025-11-19T11:23:13.207623+00:00
6924,6924,820,Which material has the lowest Poisson's ratio?,74,Mechanics of deformable solids,"MSC code: 74
Domain: Mechanics of deformable solids",gpt-5-mini,3.840555417,2025-11-19T11:23:14.436555+00:00
5617,5617,825,What is the difference in CLIP-TI score between Ours(w/o fine-tune) and the highest scoring LaionCele method?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.800356208,2025-11-19T11:23:16.008115+00:00
1329,1329,822,Which approach has the lowest RQ$_{unk}$ [%] for K% = 20?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.408266958,2025-11-19T11:23:16.094375+00:00
6458,6458,824,"If you subtract the Perception AP of RV-FuseNet from MVFuseNet, what is the result?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.842016791,2025-11-19T11:23:17.000759+00:00
6522,6522,823,What is the average mIoU score of the top 3 performing methods?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.16310675,2025-11-19T11:23:17.112166+00:00
1030,1030,821,"If the test accuracy of the Cora standard training set decreased by 0.05, what would the new accuracy be?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.369518708,2025-11-19T11:23:17.763787+00:00
7797,7797,830,Which method has a higher Explanation Similarity Accuracy on the ETTD dataset?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.392431875,2025-11-19T11:23:19.505006+00:00
6757,6757,827,What is the ratio of Slot Dimension between MOVi-E and YouTube-VIS?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.274613208,2025-11-19T11:23:20.282882+00:00
3795,3795,828,Which noise source has a noise level of 3.32 pm / Hz?,78,"Optics, electromagnetic theory","MSC code: 78
Domain: Optics, electromagnetic theory",gpt-5-mini,4.209918542,2025-11-19T11:23:20.304411+00:00
982,982,826,Where is the concept of 'pseudo' measurements of local admittance discussed?,93,Systems theory; control,"MSC code: 93
Domain: Systems theory; control",gpt-5-mini,8.451518125,2025-11-19T11:23:22.888277+00:00
5150,5150,831,How many methods show an X-Sub (%) improvement of exactly 1.05 or greater when adding SF Head?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.129252125,2025-11-19T11:23:22.893233+00:00
4376,4376,829,What is the sum of the 'WebVid (In-Domain) FC' scores for Prompt-A-Video (SFT) across both Open-Sora 1.2 and CogVideoX?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.067058875,2025-11-19T11:23:23.069690+00:00
7821,7821,833,What is the average IB-AV value for rows with ✓?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.713931708,2025-11-19T11:23:23.996967+00:00
4882,4882,834,"If you multiply the FID and IS scores for the image scale construction, what do you get?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.991533041,2025-11-19T11:23:24.296079+00:00
6901,6901,835,What is the difference between the highest and lowest Pearson values among the 10th ranked genes across all cancer types?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.12983075,2025-11-19T11:23:25.019408+00:00
217,217,832,What is the mutation rate for ReEvo and HSEvo?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.838669291,2025-11-19T11:23:25.343851+00:00
7056,7056,838,"If you randomly select an asset, what is the probability it uses either Apache-2.0 or BSD-3-Clause?",60,Probability theory and stochastic processes,"MSC code: 60
Domain: Probability theory and stochastic processes",gpt-5-mini,2.780116208,2025-11-19T11:23:26.777214+00:00
2622,2622,837,Which method has the highest performance on the DoublePendulum task?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.74971025,2025-11-19T11:23:26.819638+00:00
2378,2378,839,Which model has the smallest difference between MAE and MSE in Torque [%]?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.843471417,2025-11-19T11:23:28.139723+00:00
2012,2012,836,What is the average Wikitext-103 score for 25% Synthetic Data Ratio across all epochs?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.614749209,2025-11-19T11:23:28.508621+00:00
2894,2894,840,What is the difference in distance (d phot) between RSG 8 and NGC clusters?,85,Astronomy and astrophysics,"MSC code: 85
Domain: Astronomy and astrophysics",gpt-5-mini,5.894746833,2025-11-19T11:23:30.914307+00:00
6781,6781,843,What is the average number of papers per database?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.840871875,2025-11-19T11:23:31.660626+00:00
7085,7085,844,What is the difference between the highest and lowest Feasible Fraction values?,90,"Operations research, mathematical programming","MSC code: 90
Domain: Operations research, mathematical programming",gpt-5-mini,3.732625042,2025-11-19T11:23:31.872442+00:00
2175,2175,845,What is the sum of R@1 values for all p$_{tem}$?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.20517125,2025-11-19T11:23:32.713968+00:00
453,453,842,Which threat is associated with cyber intrusion into substations?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.103819459,2025-11-19T11:23:32.881244+00:00
2719,2719,841,What is the total number of data points for case118 and ACTIVSg2000 combined?,0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,9.179493792,2025-11-19T11:23:34.523512+00:00
2665,2665,846,What is the percentage increase in FPS from YOLO-World-v1-L to DOSOD-L?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.673977459,2025-11-19T11:23:34.588411+00:00
7910,7910,850,"If you multiply the proposed MHBI(ms) value for Elder Subjects by 2 and subtract the Lydon et al. MHBI(ms) value for Elder Subjects, what do you get?",0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,4.34035075,2025-11-19T11:23:37.221783+00:00
331,331,849,"In the Where2Act column, which method has the smallest 'Pull' value?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.696243875,2025-11-19T11:23:37.410341+00:00
82,82,852,What is the sum of the MAE values for DFNet[3] and TCRNet[7]?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.964098959,2025-11-19T11:23:38.553003+00:00
706,706,851,What is the difference in the σ 1 . 25 ↑ value between L$_{d}$ + 0 . 01 L$_{smooth}$ and L$_{d}$?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.489830584,2025-11-19T11:23:39.013548+00:00
2231,2231,848,What is the CDI value for ReEvo + HS?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,7.500873666,2025-11-19T11:23:39.373474+00:00
155,155,847,Which network's equation has a term that involves a fraction with a quadratic term in the denominator?,37,Dynamical systems and ergodic theory,"MSC code: 37
Domain: Dynamical systems and ergodic theory",gpt-5-mini,8.329827167,2025-11-19T11:23:39.990685+00:00
7007,7007,853,What is the total number of methods published in 2024 according to the table?,0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,4.300426,2025-11-19T11:23:41.522351+00:00
627,627,855,"For 'Elec', which model variant has the highest 'N' value?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.201830625,2025-11-19T11:23:42.755056+00:00
4085,4085,856,"If you add the page numbers of 'Simulation and estimation key to situational awareness' and 'Data-driven learning-based situational awareness tools', what do you get?",98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,3.938952167,2025-11-19T11:23:42.952851+00:00
1471,1471,854,What is the difference between the total number of 'Graded TRUE' instances in Token Loss and Prompt Distillation?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.955456167,2025-11-19T11:23:43.365916+00:00
649,649,859,"If truck 6's capacity is doubled, what would it be?",97,Mathematics education,"MSC code: 97
Domain: Mathematics education",gpt-5-mini,4.261757416,2025-11-19T11:23:45.784238+00:00
1126,1126,860,"In the 'bpRNA' dataset, how many closing parentheses are there in the 'Prediction' column?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.760308667,2025-11-19T11:23:46.515567+00:00
3431,3431,861,Which abbreviation stands for 'Federated Learning'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.606903625,2025-11-19T11:23:46.559865+00:00
1588,1588,857,What is the difference in success rate between Stretch and Unitree A1 for Collider Size?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,7.235620334,2025-11-19T11:23:46.609305+00:00
2223,2223,862,What is the sum of the CIDEr and SPICE scores for Flickr8k-CF?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.378443292,2025-11-19T11:23:46.745990+00:00
5132,5132,858,"If the number of Trees instances doubled, what would be the new percentage for Trees, rounded to one decimal place?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,7.597794417,2025-11-19T11:23:47.588953+00:00
6788,6788,863,Which model has the highest Internal diversity score?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.520359208,2025-11-19T11:23:49.304716+00:00
7114,7114,864,Which dataset has the largest trajectory size?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.364726292,2025-11-19T11:23:49.880422+00:00
4510,4510,865,What is the TTI for the PAM packet?,94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,3.870218833,2025-11-19T11:23:50.430236+00:00
3950,3950,866,What is the average 'ID Switch' for SR across all configurations?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.061185625,2025-11-19T11:23:50.670616+00:00
1990,1990,867,"For the TNT-Truck scene, which method has the lowest AUSE$_{3D}$ value?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.364855333,2025-11-19T11:23:51.111019+00:00
3853,3853,868,Which method has a total number of epochs that is half of R-ADMM?,49,Calculus of variations and optimal control; optimization,"MSC code: 49
Domain: Calculus of variations and optimal control; optimization",gpt-5-mini,3.844098417,2025-11-19T11:23:51.433248+00:00
6014,6014,874,Which method has the lowest CLIP score for W4A6 precision?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.747641833,2025-11-19T11:23:54.181057+00:00
1872,1872,870,Which configuration has the same confidence threshold as Config-1 but a different window stride?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.74864825,2025-11-19T11:23:54.629897+00:00
1099,1099,872,"If you subtract the maximum value of P$_{4}$ from the maximum value of P$_{2}$, what is the result?",26,Real functions,"MSC code: 26
Domain: Real functions",gpt-5-mini,4.309981709,2025-11-19T11:23:54.980736+00:00
1670,1670,869,Which configuration has the highest value for G = 0?,5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,6.244084167,2025-11-19T11:23:55.548981+00:00
1201,1201,873,Which model has a class count of 34 and uses mRNA data type?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,5.772797125,2025-11-19T11:23:56.884041+00:00
7856,7856,875,Which model has the highest SACOR_T score?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.250730375,2025-11-19T11:23:57.432682+00:00
5685,5685,871,How many models have an inference time of exactly 7 minutes?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,7.167674542,2025-11-19T11:23:57.598080+00:00
1020,1020,876,Which BIOMAP corresponds to the ability 'Memory and Learning'?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,3.720864417,2025-11-19T11:23:58.350933+00:00
4603,4603,878,How many unique precision values are used across all methods?,5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,4.714636416,2025-11-19T11:24:00.263733+00:00
1975,1975,880,What is the difference between the true and estimated value of ϕ?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.09992375,2025-11-19T11:24:00.532801+00:00
3777,3777,877,Calculate the sum of the Steady State values for I$_{α}$ and I$_{10}$.,34,Ordinary differential equations,"MSC code: 34
Domain: Ordinary differential equations",gpt-5-mini,5.7594385,2025-11-19T11:24:00.740306+00:00
1962,1962,881,What is the mIoU[%] when neither Pre-Logit nor Learned Th. is applied?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.322013834,2025-11-19T11:24:00.920175+00:00
3081,3081,879,Find the average transition rate for N-Acetyl-N'-methylalanylamide under MFPT and PCCANN (Biased).,60,Probability theory and stochastic processes,"MSC code: 60
Domain: Probability theory and stochastic processes",gpt-5-mini,5.220797792,2025-11-19T11:24:02.105001+00:00
6910,6910,882,Which model has the highest Cum. Equity for the DAX dataset?,91,"Game theory, economics, social and behavioral sciences","MSC code: 91
Domain: Game theory, economics, social and behavioral sciences",gpt-5-mini,5.084486958,2025-11-19T11:24:03.435623+00:00
6323,6323,884,How many unique FeaComb values are shown in the table?,5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,3.309732083,2025-11-19T11:24:03.842731+00:00
6622,6622,883,Which tissue has the highest absorption coefficient?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,4.185051,2025-11-19T11:24:04.448971+00:00
1237,1237,885,What is the ratio of 'Graded TRUE' to 'Graded FALSE' instances in Prompt Distillation?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.844310625,2025-11-19T11:24:04.585039+00:00
2188,2188,886,Which parameter has the largest discrepancy between true and estimated values when considering uncertainty?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.749693375,2025-11-19T11:24:04.670230+00:00
5194,5194,887,How many models have a Gamma value greater than 5.5?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.890218792,2025-11-19T11:24:05.995355+00:00
2213,2213,892,What is the difference between the 'Unnamed: 4' values for 'Ours' and 'SD1.4'?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.885903666,2025-11-19T11:24:08.556262+00:00
6630,6630,891,"If you multiply the FID score by the number of parameters (in millions) for each model, what is the lowest resulting value?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.018423334,2025-11-19T11:24:08.603619+00:00
3193,3193,888,"Which model has a higher NFE value at NFE 20, and by how much?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.302142875,2025-11-19T11:24:08.737945+00:00
7033,7033,890,"If you average the SSIM values for all methods except Reference, what is the result?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.648496625,2025-11-19T11:24:09.097692+00:00
4979,4979,889,What is the sum of the weight decay values for both datasets?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.653893375,2025-11-19T11:24:10.496821+00:00
1529,1529,896,What is the sum of the recall mean for 'Single Omics Data' using 'DNA methylation' and 'Multi-Omics Data' using 'miRNA and DNA methylation'?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.901125542,2025-11-19T11:24:11.639150+00:00
5843,5843,893,Which method has the highest Bal. Acc. for DLPFC?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.914791666,2025-11-19T11:24:11.910294+00:00
7101,7101,897,How many methods have an E_mpkpe value lower than 0.0860?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.346856084,2025-11-19T11:24:12.444699+00:00
6216,6216,898,What is the largest performance drop between Normal and any adverse condition for the MEAN(Ours) model in Drone→Satellite transfer?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.532089125,2025-11-19T11:24:13.029086+00:00
6402,6402,895,What is the sum of the AP values for CAMP[30] across all distances?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.592372334,2025-11-19T11:24:13.196140+00:00
6089,6089,894,What is the sum of the page numbers for sections 2.4.1 and 2.4.2?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,6.348971958,2025-11-19T11:24:14.905411+00:00
415,415,899,What is the highest accuracy achieved by VGG16 with 99% sparsity using R-ADMM?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.572485333,2025-11-19T11:24:15.213027+00:00
6302,6302,900,How many times larger is the maximum value in the Unnamed: 7 column compared to the minimum value?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.353122875,2025-11-19T11:24:16.263497+00:00
4378,4378,903,Which category introduces residual connections?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.223920209,2025-11-19T11:24:16.420220+00:00
1961,1961,901,Which method has the highest Subject Consistency?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.741522875,2025-11-19T11:24:17.186343+00:00
4273,4273,902,What is the sum of Rej ↑ L2 and SR ↓ L2 for MLDT?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.365181791,2025-11-19T11:24:18.394459+00:00
5525,5525,904,Which method had the smallest impact on Vessel-MAP compared to Unprocessed?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.543972291,2025-11-19T11:24:19.449559+00:00
4354,4354,907,"In the TRADES model, which attack type has the lowest accuracy under 99% sparsity using the R-ADMM method?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.409284792,2025-11-19T11:24:19.829607+00:00
2138,2138,906,What is the average Dynamic Degree for all methods?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.893272459,2025-11-19T11:24:20.156959+00:00
5560,5560,909,What is the sum of the GPS scores for all three models?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.780678084,2025-11-19T11:24:22.175915+00:00
698,698,910,Which model has the highest sum of SR(goal) and C-Safe?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.862988417,2025-11-19T11:24:22.312722+00:00
898,898,905,Which technique shares the most references with 'nan'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,7.679288542,2025-11-19T11:24:22.892502+00:00
6342,6342,912,What is the total number of unique activation functions used across all models?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.454351208,2025-11-19T11:24:23.611478+00:00
3854,3854,911,Which dataset has the highest r2 value for O$_{2}$ uptake (mol/kg)?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.864232,2025-11-19T11:24:23.694012+00:00
2886,2886,908,What is the total number of correct answers given by the Model for 'Nilpotent inverses' and 'Large totients'?,11,Number theory,"MSC code: 11
Domain: Number theory",gpt-5-mini,8.675659708,2025-11-19T11:24:25.862182+00:00
1025,1025,915,What is the difference between the MSE × 10⁴ for Engine Speed [rpm] and the MAE × 10⁻³ for Fuel [L/Δs] for the LSTM-based model?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.27293475,2025-11-19T11:24:27.165807+00:00
6598,6598,913,"If you multiply the StackCube percentage for Diffusion Policy by the TurnFaucet percentage for MLP, what do you get?",98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,5.179868917,2025-11-19T11:24:27.356101+00:00
7073,7073,916,"If you divide the Total Gradient Steps by the Batch Size, what do you get?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.875311375,2025-11-19T11:24:27.486945+00:00
7199,7199,917,What is the average of all mIoU scores for RGB-S predictions across the different slot numbers?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.244498959,2025-11-19T11:24:27.938663+00:00
4322,4322,914,What is the sum of the ϵ (%) values for VEGAS+ and FAB (w/ buffer) under Λ + c → $_{pK}$-$_{π}$ +?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,6.692636084,2025-11-19T11:24:29.005504+00:00
457,457,918,What does T r A represent in the table?,15,Linear and multilinear algebra; matrix theory,"MSC code: 15
Domain: Linear and multilinear algebra; matrix theory",gpt-5-mini,3.481755708,2025-11-19T11:24:29.344078+00:00
3586,3586,919,What is the value of the METEOR metric in the IC.1 column?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.458912042,2025-11-19T11:24:30.625151+00:00
4054,4054,922,What is the total capacitance (C$_{ebp}$ + C$_b$) for the pair DLT-DLN?,94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,2.824370084,2025-11-19T11:24:30.763278+00:00
6682,6682,921,How many methods have a higher Anomaly score than Similarity score?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.282824459,2025-11-19T11:24:30.769916+00:00
793,793,920,Which problem description involves 'packing a set of items'?,90,"Operations research, mathematical programming","MSC code: 90
Domain: Operations research, mathematical programming",gpt-5-mini,3.831152375,2025-11-19T11:24:31.187344+00:00
6448,6448,923,Which model has the highest performance on StackCube?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.728822083,2025-11-19T11:24:32.734498+00:00
